  170.87454  82.5576589
  178.0597  89.8552379
  196.095252  110.595656
  207.239429  124.568743
  258.201672  196.872083
  264.783389  207.366811
  266.83438  214.129836
  264.57623  225.239652
  259.575699  238.513379
  254.231982  245.344255
  254.118543  245.425741
  236.26358  255.488039
  224.644849  260.072187
  218.508672  261.394519
  217.249575  261.203043
  186.712545  249.137064
  179.093765  245.260545
  176.885555  243.979025
  165.94751  236.922977
  134.931753  213.156848
  134.874961  213.104891
  125.244811  203.17141
  83.2916041  155.834776
  79.5504326  151.424655
  74.2584283  144.663892
  51.9073678  113.828948
  30.9502988  83.0879568
  17.3133109  61.4113579
  14.8556954  55.2077438
  13.000017  46.0002072
  13.0000041  46.000031
  13.0000016  46.0000028
  12.9999981  46.0000011
  12.9999991  45.9999409
  12.9999791  45.9997706
  13.2973612  29.1283956
  13.4146706  28.4076605
  15.7275504  20.6365764
  15.7366691  20.6211122
  22.1153697  15.0743708
  23.4462862  14.5855567
  34.6377592  14.282615
  37.7273178  14.3527734
  44.4404752  14.7519036
  58.818391  15.8715284
  64.0600846  16.6885101
  65.1454359  17.0368627
  83.0021415  23.9656626
  113.868294  38.313439
  128.884026  46.3831235
  135.865464  51.0483132
  158.629288  70.8515627
